lag,autocorrelation
904,0.032423811452252316
905,0.03338569350332807
906,0.03411130455344734
907,0.03460892331131514
908,0.03490198329438839
909,0.03499545257179771
910,0.03490135317192777
911,0.0346108164733936
912,0.03413423150047053
913,0.03348269307209831
914,0.03266391938735207
915,0.031703051309483726
916,0.0306321015201428
917,0.029486267813360847
918,0.028308573204781046
919,0.027128232378707855
920,0.025970357987093313
921,0.024844595104642535
922,0.023767040467461746
923,0.02273911539197892
924,0.021775542179983457
925,0.02088642383773235
926,0.020100289346142785
927,0.01944944444705788
928,0.018972433977459024
929,0.018706272001248025
930,0.018682894286561173
931,0.01891888673488498
932,0.019416609884326745
933,0.020156542165159264
934,0.02111748036567168
935,0.022257290586878187
936,0.02353543979311839
937,0.02491375710918361
938,0.026347619131521463
939,0.027795391927881354
940,0.029209714791310282
941,0.030552733979181457
942,0.031781324711506645
943,0.03284489845596982
944,0.033693464634235254
945,0.03428785083865748
946,0.034591307211326396
947,0.03457911847860286
948,0.034255443336516644
949,0.033623950248889055
950,0.03270705765015634
951,0.031537409708181995
952,0.030157327522252544
953,0.02861984103678783
954,0.026971920399060663
955,0.02527251300706768
956,0.023578223027921993
957,0.021943086249944774
958,0.020424209987667252
959,0.019075651332229698
960,0.017952587910589523
961,0.017097421873943277
962,0.016547796905526085
963,0.016315985133262732
964,0.016395071988374765
965,0.016771059683488788
966,0.017427248492650992
967,0.01831395329768105
968,0.019398561844790555
969,0.02063147710378553
970,0.021978536808814054
971,0.023388147709482294
972,0.024818312769384274
973,0.026221665037578373
974,0.027558138452263962
975,0.028785158292089982
976,0.029869254245879117
977,0.030789377345814103
978,0.03153632214487488
979,0.032095345523810964
980,0.032482766986508226
981,0.032707864234040235
982,0.032802583634919495
983,0.032795739713607906
984,0.0327243617367009
985,0.03261001215962917
986,0.03247429904493102
987,0.03231433863388157
988,0.03213064442140119
989,0.03191981589602424
990,0.03168447321514988
991,0.03142165478138647
992,0.031143160261787477
993,0.03084761611150695
994,0.030547596293969144
995,0.030247828480925294
996,0.029951186545386293
997,0.029636046452727747
998,0.02928704900212297
999,0.028886439390919703
1000,0.028420201048658986
